1821546.7652,5950784.0272
1821546.6977,5950814.0322
1821516.6927,5950813.9647
1821516.6252,5950843.9696
1821486.6202,5950843.9021
1821486.5527,5950873.9071
1821426.5428,5950873.772
1821426.4753,5950903.7769
1821336.4605,5950903.5744
1821336.393,5950933.5793
1821276.3831,5950933.4442
1821276.3156,5950963.4491
1821156.296,5950963.179
1821156.2285,5950993.1839
1821006.2041,5950992.8463
1821006.2716,5950962.8415
1820886.2521,5950962.5714
1820886.1846,5950992.5763
1820676.1507,5950992.1037
1820676.2182,5950962.0989
1820616.2085,5950961.9639
1820616.276,5950931.9591
1820526.2616,5950931.7566
1820436.2472,5950931.5542
1820436.1797,5950961.559
1820406.1749,5950961.4915
1820316.1605,5950961.2891
1820316.2955,5950901.2795
1820286.2907,5950901.2121
1820286.3581,5950871.2073
1820226.3486,5950871.0724
1820226.416,5950841.0676
1820196.4113,5950841.0001
1820196.4787,5950810.9954
1820136.4692,5950810.8605
1820136.6041,5950750.8509
1820106.5993,5950750.7835
1820106.6667,5950720.7787
1820106.7342,5950690.774
1820076.7294,5950690.7066
1820076.7968,5950660.7018
1820016.7873,5950660.567
1820016.8547,5950630.5622
1819986.85,5950630.4948
1819986.9174,5950600.49
1819956.9126,5950600.4226
1819956.98,5950570.4179
1819926.9753,5950570.3505
1819927.0427,5950540.3457
1819897.0379,5950540.2783
1819897.1053,5950510.2736
1819867.1006,5950510.2062
1819867.1679,5950480.2014
1819837.1632,5950480.1341
1819747.149,5950479.9319
1819747.0816,5950509.9367
1819717.0769,5950509.8693
1819716.9421,5950569.8787
1819686.9374,5950569.8113
1819686.8026,5950629.8208
1819656.7979,5950629.7534
1819656.7305,5950659.7581
1819626.7258,5950659.6907
1819626.6584,5950689.6954
1819596.6537,5950689.628
1819596.5189,5950749.6374
1819566.5142,5950749.57
1819566.4468,5950779.5747
1819506.4374,5950779.4398
1819506.37,5950809.4445
1819476.3654,5950809.3771
1819476.2979,5950839.3818
1819416.2886,5950839.247
1819416.0864,5950929.261
1819386.0817,5950929.1935
1819385.8794,5951019.2075
1819355.8748,5951019.1401
1819355.7399,5951079.1494
1819325.7353,5951079.0819
1819325.6004,5951139.0912
1819295.5958,5951139.0237
1819295.4609,5951199.033
1819265.4563,5951198.9656
1819265.1864,5951318.984
1819265.0515,5951378.9933
1819235.0469,5951378.9258
1819234.9794,5951408.9304
1819204.9748,5951408.8629
1819204.9073,5951438.8675
1819174.9027,5951438.8001
1819174.7678,5951498.8092
1819054.7494,5951498.5393
1819054.6819,5951528.5439
1819024.6774,5951528.4764
1819024.6099,5951558.481
1818994.6053,5951558.4135
1818994.5378,5951588.4181
1818934.5287,5951588.2831
1818934.4612,5951618.2877
1818874.4521,5951618.1527
1818844.4476,5951618.0852
1818844.3801,5951648.0898
1818784.371,5951647.9548
1818784.3035,5951677.9593
1818694.2899,5951677.7569
1818694.2225,5951707.7614
1818604.2089,5951707.5589
1818604.1414,5951737.5634
1818544.1324,5951737.4285
1818544.065,5951767.433
1818484.056,5951767.298
1818483.9885,5951797.3025
1818423.9795,5951797.1675
1818423.9121,5951827.172
1818273.8897,5951826.8346
1818273.8223,5951856.839
1818243.8178,5951856.7715
1818123.8,5951856.5016
1818123.7326,5951886.5061
1818033.7193,5951886.3036
1818033.6518,5951916.308
1817973.643,5951916.1731
1817973.5755,5951946.1775
1817793.5491,5951945.7727
1817763.5448,5951945.7052
1817763.4098,5952005.7139
1817703.4011,5952005.579
1817703.2661,5952065.5877
1817673.2618,5952065.5203
1817673.1943,5952095.5246
1817643.1899,5952095.4571
1817643.1225,5952125.4615
1817613.1181,5952125.394
1817613.0506,5952155.3983
1817583.0463,5952155.3309
1817582.9788,5952185.3352
1817552.9745,5952185.2677
1817552.907,5952215.272
1817522.9026,5952215.2046
1817522.7001,5952305.2175
1817492.6958,5952305.15
1817492.6283,5952335.1544
1817462.624,5952335.0869
1817462.5565,5952365.0912
1817432.5522,5952365.0237
1817432.3496,5952455.0366
1817432.2821,5952485.0409
1817402.2778,5952484.9734
1817402.2103,5952514.9777
1817372.206,5952514.9101
1817372.1385,5952544.9144
1817312.1299,5952544.7794
1817312.0624,5952574.7837
1817282.0581,5952574.7161
1817281.9906,5952604.7204
1817251.9863,5952604.6529
1817251.9188,5952634.6572
1817221.9145,5952634.5896
1817221.847,5952664.5939
1817221.7794,5952694.5982
1817191.7752,5952694.5306
1816951.7412,5952693.9904
1816951.6737,5952723.9946
1816891.6653,5952723.8595
1816891.5977,5952753.8638
1816861.5935,5952753.7962
1816861.526,5952783.8004
1816801.5176,5952783.6654
1816681.5008,5952783.3953
1816681.4333,5952813.3995
1816441.3999,5952812.8593
1816441.3324,5952842.8635
1816261.3076,5952842.4584
1816261.2401,5952872.4625
1816231.236,5952872.395
1816231.1685,5952902.3991
1816171.1602,5952902.2641
1816171.0927,5952932.2682
1816141.0886,5952932.2007
1816141.0211,5952962.2048
1816111.017,5952962.1373
1816110.9495,5952992.1414
1816080.9454,5952992.0739
1816080.8779,5953022.078
1815930.8575,5953021.7404
1815900.8534,5953021.6729
1815900.7859,5953051.677
1815810.7737,5953051.4744
1815810.7062,5953081.4785
1815750.6981,5953081.3434
1815750.6306,5953111.3475
1815720.6266,5953111.28
1815720.5591,5953141.284
1815690.555,5953141.2165
1815690.4875,5953171.2205
1815660.4835,5953171.153
1815660.416,5953201.157
1815600.4079,5953201.022
1815600.3404,5953231.026
1815570.3364,5953230.9585
1815570.2689,5953260.9625
1815540.2649,5953260.895
1815540.1973,5953290.899
1815510.1933,5953290.8315
1815510.1258,5953320.8354
1815570.1338,5953320.9705
1815570.0663,5953350.9745
1815630.0743,5953351.1096
1815630.0067,5953381.1136
1815720.0188,5953381.3162
1815719.9512,5953411.3203
1815749.9553,5953411.3878
1815749.8877,5953441.3918
1815779.8917,5953441.4594
1815779.8242,5953471.4634
1815809.8282,5953471.531
1815809.7606,5953501.535
1815839.7647,5953501.6026
1815839.6971,5953531.6066
1815869.7011,5953531.6742
1815869.566,5953591.6823
1815899.57,5953591.7498
1815899.5024,5953621.7539
1815929.5064,5953621.8215
1815929.4388,5953651.8255
1815959.4429,5953651.8931
1815959.3753,5953681.8971
1815959.3077,5953711.9012
1815989.3117,5953711.9688
1815989.1089,5953801.9809
1816019.1129,5953802.0485
1816019.0453,5953832.0526
1816049.0493,5953832.1202
1816048.9817,5953862.1242
1816078.9857,5953862.1919
1816078.9181,5953892.1959
1816108.9221,5953892.2635
1816108.8545,5953922.2676
1816138.8586,5953922.3352
1816138.7909,5953952.3393
1816168.795,5953952.4069
1816168.7273,5953982.411
1816198.7314,5953982.4786
1816198.5284,5954072.4908
1816228.5324,5954072.5585
1816228.4647,5954102.5625
1816258.4688,5954102.6302
1816258.4011,5954132.6342
1816288.4052,5954132.7019
1816288.3375,5954162.706
1816318.3416,5954162.7737
1816318.2739,5954192.7777
1816378.282,5954192.9131
1816378.2143,5954222.9172
1816408.2184,5954222.9849
1816408.2861,5954192.9808
1816498.2983,5954193.1839
1816498.2306,5954223.188
1816528.2347,5954223.2557
1816528.3024,5954193.2516
1816798.3393,5954193.861
1816798.407,5954163.8569
1817038.4402,5954164.3986
1817128.4527,5954164.6018
1817128.3849,5954194.606
1817158.3891,5954194.6737
1817158.3213,5954224.6779
1817218.3297,5954224.8134
1817218.2619,5954254.8176
1817308.2745,5954255.0208
1817308.2067,5954285.025
1817368.2151,5954285.1605
1817368.1474,5954315.1647
1817428.1558,5954315.3002
1817428.088,5954345.3044
1817578.109,5954345.6433
1817668.1217,5954345.8467
1817668.1895,5954315.8425
1817848.215,5954316.2492
1817848.2828,5954286.2449
1817878.287,5954286.3127
1817878.2192,5954316.317
1817938.2278,5954316.4526
1817938.16,5954346.4568
1817998.1685,5954346.5924
1818028.1728,5954346.6602
1818028.105,5954376.6645
1818058.1093,5954376.7323
1818058.0414,5954406.7366
1818088.0457,5954406.8044
1818087.9101,5954466.813
1818117.9144,5954466.8808
1818117.7109,5954556.8937
1818147.7152,5954556.9615
1818147.5795,5954616.9701
1818147.2402,5954766.9915
1818117.2359,5954766.9236
1818116.9644,5954886.9407
1818116.7607,5954976.9534
1818146.765,5954977.0213
1818146.6971,5955007.0256
1818176.7013,5955007.0935
1818176.6334,5955037.0978
1818206.6377,5955037.1657
1818266.6462,5955037.3015
1818266.7141,5955007.2972
1818356.727,5955007.501
1818356.7949,5954977.4967
1818446.8078,5954977.7004
1818446.8757,5954947.6961
